,Player,Position,Team,Shot Index,PSA Index,Passing Index,Entry Index,Danger Pass Index,Danger Shot Index,Takeaways Index,Puck Recovery Index
148,Rebecca Russo,F,Metropolitan Riveters,0.09839357429718876,0.06201550387596899,1.1071882951653942,0.07741935483870968,0.13186813186813187,0.16901408450704225,0.06313131313131314,0.8620689655172414
149,Kate Leary,F,Metropolitan Riveters,0.20080321285140562,0.7596899224806203,1.427798982188295,0.7763440860215054,0.7179487179487181,0.11737089201877936,0.06313131313131314,1.1072796934865898
150,Emily Fluke,F,Toronto Six,0.04583333333333334,0.02857142857142857,0.19189907038512616,0.04090909090909091,0.03165374677002584,0.03488372093023256,0.0440771349862259,0.1959117587532888
151,Mikyla Grant-Mentis,F,Toronto Six,0.9094696969696968,0.5785714285714285,1.6160543013132653,1.3136363636363635,0.4366925064599483,0.3875968992248062,0.24862258953168045,1.052823315118397
152,Sarah-Eve Coutu Godbout,F,Toronto Six,0.6681818181818182,0.11428571428571428,0.6519108750184448,0.39595959595959596,0.18669250645994837,0.3875968992248062,0.11639118457300275,0.49585104229912974
153,Amy Curlew,F,Toronto Six,0.03068181818181818,0.012698412698412698,0.1699867197875166,0.06111111111111111,0.06459948320413438,0.07848837209302326,0.011019283746556474,0.10362274843149161
154,Brooke Avery,F,Metropolitan Riveters,0.0,0.015503875968992248,0.24936386768447832,0.01935483870967742,0.0,0.0,0.010101010101010102,0.08343976160068113
155,Mackenzie MacNeil,F,Toronto Six,0.25606060606060604,0.03888888888888889,0.4604544783827652,0.6186868686868686,0.37209302325581395,0.13953488372093023,0.15495867768595042,0.6156648451730419
156,Brooke Boquist,F,Toronto Six,0.41420454545454544,0.17142857142857143,1.151394422310757,0.1484848484848485,0.3498062015503876,0.28488372093023256,0.009297520661157025,0.34972677595628415
157,Cailey Hutchison,F,Metropolitan Riveters,0.0321285140562249,0.015503875968992248,0.24936386768447832,0.01935483870967742,0.0036630036630036634,0.004694835680751174,0.16161616161616163,0.18773946360153257
158,Taylor Wasylk,F,Buffalo Beauts,0.19067796610169493,0.00847457627118644,0.2989983757444505,0.08741258741258742,0.12053571428571427,0.034482758620689655,0.024606299212598423,0.27775941837409124
159,Maeve Reilly,F,Connecticut Whale,0.0036496350364963502,0.0,0.026162790697674417,0.021164021164021163,0.0,0.008547008547008548,0.006060606060606061,0.008086253369272238
160,Sarah Hughson,F,Connecticut Whale,0.014598540145985401,0.010309278350515464,0.011627906976744186,0.005291005291005291,0.00847457627118644,0.008547008547008548,0.024242424242424242,0.008086253369272238
